tweetid,userid,user_display_name,tweet_time,Traffic,Traffic_keywords,Weather (Regular),Weather (Regular)_keywords,Weather (Extreme),Weather (Extreme)_keywords,Crime,Crime_keywords,Events,Events_keywords,Entertainment,Entertainment_keywords,Politics,Politics_keywords,Economy,Economy_keywords,Business,Business_keywords,City Hall types stories,City Hall types stories_keywords,Lifestyle,Lifestyle_keywords,Health,Health_keywords,Education,Education_keywords,Sports,Sports_keywords,Courthouse types stories,Courthouse types stories_keywords,Obituaries,Obituaries_keywords,Terrorism,Terrorism_keywords,State House types stories,State House types stories_keywords,Religion,Religion_keywords,2nd Amendment,2nd Amendment_keywords,Travel,Travel_keywords,Leisure,Leisure_keywords,Russian Sphere,Russian Sphere_keywords,Science,Science_keywords,Technology,Technology_keywords,Race,Race_keywords,Immigration,Immigration_keywords,Police Brutality,Police Brutality_keywords,Stock Exchange,Stock Exchange_keywords,Abortion,Abortion_keywords
698700433208901632,3074013672,Oakland Online,2016-02-14 02:48:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698296446097846272,2601235821,Pittsburgh Today,2016-02-13 00:03:00,1.0,"('race',)",0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698217496118038528,2601235821,Pittsburgh Today,2016-02-12 18:49:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698198000000000000,2494112058,San Jose Daily,2016-02-12 17:30:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697613946275110912,2495567768,San Francisco Daily,2016-02-11 02:51:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697042100181860352,2494112058,San Jose Daily,2016-02-09 12:59:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,1.0,"('ambulance',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698972342362382336,2587843805,KansasCityDailyNews,2016-02-14 20:49:00,,,,,,,,,,,,,1.0,"('vote',)",,,,,,,,,1.0,"('abortion',)",,,1.0,"('court',)",1.0,"('appeal',)",,,,,1.0,"('appeal',)",,,,,,,,,,,,,,,,,,,,,,,,
697721000000000000,2753338899,San Antonio Top News,2016-02-11 09:57:00,0.0,(),,,,,,,1.0,"('final',)",,,1.0,"('congress',)",1.0,"('tax',)",,,,,,,,,,,1.0,"('final',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696734080256225280,2743327187,Washington Online,2016-02-08 16:35:00,,,,,,,,,,,1.0,"('business',)",2.0,"('government', 'senator')",1.0,"('business',)",1.0,"('business',)",,,,,1.0,"('pain',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698992104446373888,2753338899,San Antonio Top News,2016-02-14 22:07:00,0.0,(),0.0,(),,,,,1.0,"('art',)",,,,,,,,,,,1.0,"('art',)",,,,,1.0,"('sport',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697590374613684224,2587843805,KansasCityDailyNews,2016-02-11 01:18:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,2.0,"('gop', 'politics')",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696887000000000000,2587843805,KansasCityDailyNews,2016-02-09 02:42:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698221392874098688,2928870434,Newspeak Daily,2016-02-12 19:05:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,1.0,"('politics',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698696912409526272,2743327187,Washington Online,2016-02-14 02:34:00,0.0,(),0.0,(),,,,,,,1.0,"('business',)",,,1.0,"('business',)",1.0,"('business',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698692216445861888,2484642526,Warfare Worldwide,2016-02-14 02:16:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696515262707687424,3074563039,St. Louis Online,2016-02-08 02:05:00,0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,1.0,"('bar',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
696944000000000000,2494112058,San Jose Daily,2016-02-09 06:28:00,0.0,(),0.0,(),0.0,(),0.0,(),0.0,(),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697072583120801792,2587843805,KansasCityDailyNews,2016-02-09 15:00:00,0.0,(),0.0,(),0.0,(),,,1.0,"('parade',)",,,,,,,,,,,,,1.0,"('fat',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697444472687169536,3074563039,St. Louis Online,2016-02-10 15:38:00,0.0,(),0.0,(),0.0,(),0.0,(),,,1.0,"('game',)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
